Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
2022-2023,Valeri Nichushkin,COL,R,53,734.9166667,5,19,10,9,24,63.16,107,4.67,8.72,176,140,106,38,6,10,2,1,1,0,0,11,21,25,51,55,23,0,1,0
2022-2023,Cole Sillinger,CBJ,C,64,734.6,1,6,4,2,7,35,81,1.23,9.59,160,123,97,40,2,20,18,9,9,0,0,3,15,15,101,67,31,279,346,44.64
2022-2023,Kyle Burroughs,VAN,D,48,734.3333333,2,2,2,0,4,19.05,45,4.44,1.86,89,57,25,4,1,9,58,17,9,8,0,17,12,5,155,126,54,0,0,-
2022-2023,Ryan O'Reilly,"STL, TOR",C,53,728.55,11,10,5,5,21,63.64,76,14.47,8.55,123,97,91,46,7,14,14,7,7,0,0,8,10,41,15,29,19,378,291,56.5
2022-2023,Joel Kiviranta,DAL,L,70,725.65,6,1,0,1,7,53.85,68,8.82,7.85,125,94,78,39,2,10,38,17,17,0,0,12,13,22,112,116,14,2,2,50
2022-2023,Alex Iafallo,L.A,L,59,725.2333333,6,18,10,8,24,75,101,5.94,8.9,167,128,93,46,3,17,16,8,8,0,0,7,7,24,26,47,2,6,5,54.55
2022-2023,T.J. Oshie,WSH,R,58,723.9,10,12,5,7,22,75.86,72,13.89,9.26,137,108,96,51,4,14,51,17,13,3,1,23,24,40,116,53,25,14,12,53.85
2022-2023,Oskar Sundqvist,"DET, MIN",C,67,723.55,6,12,5,7,18,64.29,48,12.5,6.33,94,68,63,34,1,10,26,13,13,0,0,20,17,13,59,65,24,21,22,48.84
2022-2023,Eeli Tolvanen,"NSH, SEA",R,61,722.05,14,8,5,3,22,53.66,88,15.91,7.78,159,127,79,34,2,11,14,7,7,0,0,5,7,18,90,44,42,2,9,18.18
2022-2023,Mathieu Olivier,CBJ,R,66,720.6,5,8,6,2,13,61.9,73,6.85,8.91,134,105,79,52,5,18,81,27,18,9,0,17,8,16,177,61,46,1,10,9.09
2022-2023,Cole Smith,NSH,L,69,717.95,3,9,8,1,12,66.67,52,5.77,7.42,99,80,74,41,3,8,58,20,14,6,0,20,14,21,189,112,15,0,1,0
2022-2023,Nick Bonino,"PIT, S.J",C,62,716.6666667,9,7,6,1,16,51.61,74,12.16,9.38,122,98,84,45,4,19,26,9,8,0,1,4,11,28,18,35,10,156,164,48.75
2022-2023,Arber Xhekaj,MTL,D,51,713.7333333,3,7,5,2,10,41.67,64,4.69,2.11,156,92,29,4,7,15,87,26,16,9,1,15,33,14,155,69,43,0,0,-
2022-2023,Alex Goligoski,MIN,D,46,706.9166667,0,2,2,0,2,9.52,55,0,2.04,104,67,23,6,3,9,16,8,8,0,0,1,16,9,28,41,53,0,0,-
2022-2023,Isac Lundestrom,ANA,C,61,705.4333333,3,7,3,4,10,50,55,5.45,6.1,96,74,65,35,3,9,2,1,1,0,0,5,12,19,18,35,30,249,278,47.25
2022-2023,Scott Harrington,"ANA, S.J",D,45,700.8166667,3,7,3,4,10,30.3,31,9.68,1.46,82,56,23,4,3,7,10,5,5,0,0,0,10,5,51,39,33,0,0,-
2022-2023,Jonathan Drouin,MTL,L,58,700.4833333,2,16,9,7,18,78.26,54,3.7,6.26,100,73,58,28,2,11,16,8,8,0,0,8,17,29,28,19,15,154,185,45.43
2022-2023,Adam Erne,DET,L,61,699.8666667,6,8,4,4,14,70,48,12.5,5.64,107,78,64,28,1,5,19,8,7,1,0,8,15,11,155,50,37,10,12,45.45
2022-2023,Calle Rosen,STL,D,49,697.6,8,10,4,6,18,40.91,58,13.79,2.33,110,76,37,3,3,6,8,4,4,0,0,1,25,10,15,48,41,0,0,-
2022-2023,Noah Gregor,S.J,C,57,692.5,10,6,5,1,16,64,113,8.85,11.11,186,155,118,47,12,18,28,11,9,2,0,11,10,25,94,38,10,5,12,29.41
2022-2023,Nic Dowd,WSH,C,65,692.2333333,13,10,7,3,23,74.19,55,23.64,6.98,96,75,69,34,1,9,24,11,11,0,0,15,28,24,128,83,38,336,270,55.45
2022-2023,Jonathan Toews,CHI,C,53,685.8,4,10,6,4,14,70,47,8.51,4.24,83,62,44,21,5,9,43,16,14,1,1,11,32,30,7,28,16,384,246,60.95
2022-2023,Cal Foote,"NSH, T.B",D,50,683.9833333,2,5,2,3,7,23.33,37,5.41,1.33,79,55,16,2,2,4,52,19,16,2,1,7,16,8,56,65,34,0,0,-
2022-2023,Calvin de Haan,CAR,D,53,682.0333333,2,10,4,6,12,40,50,4,3.1,151,100,47,10,4,11,20,10,10,0,0,3,17,15,79,70,42,0,0,-
2022-2023,Oskar Lindblom,S.J,L,73,679.45,6,8,3,5,14,60.87,70,8.57,6.81,124,94,82,34,8,14,14,7,7,0,0,3,12,12,62,58,3,8,10,44.44
2022-2023,Paul Cotter,VGK,C,55,679.0166667,13,5,2,3,18,69.23,75,17.33,7.43,125,92,81,43,7,8,13,5,4,1,0,11,11,17,163,129,15,9,13,40.91
2022-2023,Adam Boqvist,CBJ,D,46,677.9166667,5,8,4,4,13,39.39,44,11.36,2.36,87,62,40,7,2,4,6,3,3,0,0,8,22,10,21,42,33,0,0,-
2022-2023,Gustav Nyquist,"CBJ, MIN","C, L",51,677.1666667,8,12,7,5,20,74.07,75,10.67,7.1,124,99,74,32,5,11,12,6,6,0,0,3,16,23,35,33,26,10,15,40
2022-2023,Riley Stillman,"BUF, VAN",D,50,677.05,1,7,2,5,8,26.67,37,2.7,1.79,103,61,17,6,3,4,32,10,6,4,0,8,12,6,78,47,35,0,0,-
2022-2023,MacKenzie Entwistle,CHI,R,66,677,3,5,1,4,8,47.06,40,7.5,3.78,87,66,47,17,4,3,14,7,7,0,0,9,19,15,126,70,26,84,96,46.67
2022-2023,Michael Rasmussen,DET,C,56,676.4,7,14,9,5,21,67.74,70,10,8.08,125,99,92,52,8,14,41,19,18,1,0,23,7,14,118,96,34,156,156,50
2022-2023,Craig Smith,"BOS, WSH",C,64,673.6833333,9,6,1,5,15,51.72,99,9.09,9.72,170,126,99,44,4,16,18,9,9,0,0,5,21,22,47,78,16,2,7,22.22
2022-2023,Ryan Reaves,"MIN, NYR",R,73,671.25,5,10,5,5,15,71.43,48,10.42,6.54,78,68,54,36,3,6,38,10,4,6,0,13,16,15,196,55,22,4,11,26.67
2022-2023,Justin Braun,PHI,D,51,670.8333333,0,2,2,0,2,9.09,42,0,1.12,98,66,27,0,2,6,19,8,7,1,0,4,9,8,43,68,35,0,0,-
2022-2023,Liam Foudy,CBJ,C,62,670.8,7,7,6,1,14,73.68,61,11.48,7.11,118,88,72,36,5,7,6,3,3,0,0,9,7,20,58,45,15,2,4,33.33
2022-2023,Nathan Beaulieu,ANA,D,52,668.8166667,0,4,2,2,4,17.39,30,0,1.25,76,44,20,5,1,7,37,11,6,5,0,7,15,9,48,31,54,0,0,-
2022-2023,John Carlson,WSH,D,40,664.55,3,8,5,3,11,34.38,77,3.9,3.62,167,119,48,6,4,10,10,5,5,0,0,5,21,13,37,34,60,0,0,-
2022-2023,Cole Perfetti,WPG,C,51,662.75,5,18,8,10,23,79.31,73,6.85,7.82,128,100,87,37,7,6,16,8,8,0,0,5,14,17,32,43,21,3,7,30
2022-2023,Teddy Blueger,"PIT, VGK",C,63,662.4666667,3,10,8,2,13,68.42,74,4.05,8.75,113,93,71,46,1,11,20,6,5,0,1,8,15,20,67,47,35,226,190,54.33
2022-2023,Denis Malgin,"COL, TOR",C,65,661.3666667,13,7,5,2,20,80,105,12.38,9.89,185,140,120,46,2,14,8,4,4,0,0,8,23,29,67,76,17,4,6,40
2022-2023,Luke Glendening,DAL,C,70,661.2833333,1,2,0,2,3,30,53,1.89,7.14,121,94,79,42,8,11,50,14,10,2,2,15,7,8,109,81,33,254,165,60.62
2022-2023,William Carrier,VGK,L,56,660.3833333,16,9,8,1,25,78.13,112,14.29,12.56,163,137,112,75,7,16,30,15,15,0,0,13,8,18,132,83,17,1,7,12.5
2022-2023,Ondrej Palat,N.J,L,49,658.4833333,7,11,8,3,18,58.06,65,10.77,7.37,125,92,85,39,2,16,6,3,3,0,0,9,21,19,64,54,3,0,8,0
2022-2023,Quinton Byfield,L.A,C,53,657.1,1,18,10,8,19,51.35,60,1.67,6.88,121,99,71,38,4,10,30,15,15,0,0,10,17,16,52,85,3,46,53,46.46
2022-2023,Andre Burakovsky,SEA,L,49,656.25,8,14,10,4,22,73.33,79,10.13,6.41,141,106,79,23,3,11,14,7,7,0,0,9,14,29,17,64,12,0,5,0
2022-2023,Morgan Geekie,SEA,C,69,655.7166667,8,19,11,8,27,65.85,73,10.96,7.67,121,106,72,38,6,10,24,9,7,2,0,8,14,24,52,67,23,251,253,49.8
2022-2023,Brett Howden,VGK,C,54,654.4666667,5,7,4,3,12,54.55,52,9.62,7.16,105,82,73,35,4,7,55,22,20,1,1,16,6,22,103,84,26,114,99,53.52
2022-2023,Tyler Bertuzzi,"BOS, DET",L,50,653,4,15,10,5,19,57.58,87,4.6,8.5,144,116,84,40,2,11,14,7,7,0,0,8,22,12,49,38,20,2,9,18.18
2022-2023,Filip Forsberg,NSH,L,50,651.1166667,14,12,8,4,26,72.22,104,13.46,10.83,192,153,107,48,10,23,14,7,7,0,0,15,23,26,81,39,15,0,0,-
2022-2023,Zach Bogosian,T.B,D,46,650.75,1,4,3,1,5,20,52,1.92,1.81,115,71,30,5,1,8,32,12,11,0,1,4,25,4,110,50,9,1,0,100
2022-2023,Pierre-Edouard Bellemare,T.B,L,73,650.7166667,4,7,6,1,11,61.11,45,8.89,4.36,81,69,50,24,2,4,32,9,6,2,1,8,19,21,58,105,5,256,219,53.89
2022-2023,Ryan McLeod,EDM,C,57,645.1666667,9,11,8,3,20,74.07,61,14.75,7.82,119,91,83,36,5,8,16,8,8,0,0,6,37,18,38,65,12,237,246,49.07
2022-2023,Jacob MacDonald,"COL, S.J",D,58,642.4333333,1,6,3,3,7,41.18,67,1.49,4.37,130,94,51,20,2,14,23,10,9,1,0,7,30,10,65,74,16,0,0,-
2022-2023,Danton Heinen,PIT,L,65,642.25,7,13,8,5,20,80,87,8.05,9.16,149,113,87,38,5,12,12,6,6,0,0,4,15,22,76,58,25,2,3,40
2022-2023,Nikita Zaitsev,"CHI, OTT",D,46,641.9833333,1,6,2,4,7,30.43,17,5.88,0.55,47,32,12,1,1,6,18,9,9,0,0,2,22,5,91,64,51,0,0,-
2022-2023,Evander Kane,EDM,L,41,641.9333333,14,7,3,4,21,80.77,126,11.11,11.55,221,165,138,56,6,18,45,21,20,1,0,17,30,9,122,62,9,12,19,38.71
2022-2023,Aliaksei Protas,WSH,C,58,641.6666667,4,11,5,6,15,65.22,81,4.94,8.26,135,103,79,42,3,13,12,6,6,0,0,2,20,16,39,52,9,20,42,32.26
2022-2023,Tomas Nosek,BOS,L,66,639.7666667,4,10,5,5,14,70,56,7.14,5.5,94,78,60,28,4,3,46,16,13,2,1,7,19,12,59,79,22,276,188,59.48
2022-2023,Jarred Tinordi,CHI,D,44,639.4833333,2,6,2,4,8,50,30,6.67,1.22,75,50,17,3,3,5,31,11,8,3,0,12,18,11,125,64,47,0,0,-
2022-2023,Nick Foligno,BOS,L,60,637.45,8,13,10,3,21,63.64,59,13.56,5.84,95,79,61,31,2,10,43,17,14,3,0,17,14,20,145,51,25,25,24,51.02
2022-2023,Ryan Johansen,NSH,C,55,633.1333333,6,9,5,4,15,68.18,51,11.76,7,91,71,64,35,3,11,32,15,15,0,0,6,17,19,42,41,14,362,236,60.54
2022-2023,Cole Caufield,MTL,R,46,632.65,17,7,2,5,24,64.86,105,16.19,9.72,190,145,95,36,14,10,2,1,1,0,0,10,20,19,17,33,11,0,0,-
2022-2023,Alexandre Carrier,NSH,D,43,630.0333333,1,5,2,3,6,30,41,2.44,2.5,87,58,27,6,3,11,25,11,10,1,0,7,11,11,51,110,45,0,0,-
2022-2023,Tyler Motte,"NYR, OTT","C, L",62,626.1833333,6,11,7,4,17,77.27,98,6.12,10.01,165,127,95,55,4,26,6,3,3,0,0,20,23,19,116,65,43,12,20,37.5
2022-2023,Mark Stone,VGK,R,43,620.35,11,13,8,5,24,68.57,79,13.92,11.05,137,111,104,61,2,11,6,3,3,0,0,8,18,36,26,39,16,0,1,0
2022-2023,Ilya Mikheyev,VAN,R,46,619.6333333,12,13,8,5,25,62.5,78,15.38,8.05,115,93,79,41,2,10,2,1,1,0,0,9,8,12,13,26,9,2,5,28.57
2022-2023,Daniel Sprong,SEA,R,66,618.8166667,15,17,14,3,32,80,109,13.76,8.93,203,154,93,32,3,11,14,7,7,0,0,6,18,20,32,38,13,2,3,40
2022-2023,Michael Eyssimont,"S.J, T.B, WPG",C,54,613.15,5,9,4,5,14,50,113,4.42,12.09,198,162,111,58,9,17,59,21,17,3,1,20,13,26,104,97,7,11,20,35.48
2022-2023,Derick Brassard,OTT,C,62,612.0833333,8,5,4,1,13,54.17,65,12.31,6.74,108,88,70,36,4,9,24,12,12,0,0,8,17,14,88,27,7,113,116,49.34
2022-2023,Zack MacEwen,"L.A, PHI",C,56,608.1333333,4,6,1,5,10,62.5,69,5.8,6.58,130,97,74,36,5,6,60,18,10,8,0,15,12,13,148,78,20,14,13,51.85
2022-2023,Colton White,ANA,D,46,607.8,0,4,2,2,4,20,28,0,1.6,55,37,18,6,1,5,8,4,4,0,0,3,11,7,33,91,28,0,0,-
2022-2023,Derek Stepan,CAR,C,73,607.4666667,5,5,4,1,10,45.45,93,5.38,9.02,173,139,92,47,9,20,8,4,4,0,0,5,9,19,27,52,14,197,160,55.18
2022-2023,Colin White,FLA,C,68,607.3333333,7,7,5,2,14,58.33,59,11.86,5.72,108,83,67,29,5,4,12,6,6,0,0,6,16,14,60,53,27,78,105,42.62
2022-2023,Jake Evans,MTL,C,54,607.1333333,0,13,11,2,13,68.42,44,0,4.44,90,59,53,26,5,4,22,8,6,2,0,13,26,13,25,52,24,250,212,54.11
2022-2023,Boris Katchouk,CHI,L,58,606.7,5,9,6,3,14,77.78,55,9.09,5.33,116,85,67,27,11,8,25,9,8,1,0,10,14,19,80,39,8,3,11,21.43
2022-2023,Patrick Brown,"OTT, PHI",C,61,605.1666667,3,8,4,4,11,57.89,54,5.56,5.47,115,92,48,26,2,3,44,14,11,2,1,8,12,6,166,68,32,150,133,53
2022-2023,Evgeny Svechnikov,S.J,L,59,604.5333333,8,6,5,1,14,53.85,61,13.11,7.19,115,88,74,39,5,12,26,13,13,0,0,11,17,24,98,62,3,5,4,55.56
2022-2023,Austin Watson,OTT,L,75,598.8666667,6,2,1,1,8,61.54,64,9.38,5.8,119,96,66,34,10,8,123,30,14,13,3,21,20,16,159,80,32,4,6,40
2022-2023,Hudson Fasching,NYI,R,49,598.2,10,8,6,2,18,54.55,60,16.67,7.85,108,78,77,50,4,13,10,5,5,0,0,8,12,16,45,40,20,2,8,20
2022-2023,Sheldon Dries,VAN,C,63,597.1666667,6,4,2,2,10,45.45,77,7.79,7.13,126,99,81,41,1,13,29,10,7,3,0,12,15,4,79,27,35,194,201,49.11
2022-2023,Tyler Pitlick,STL,C,61,594.9833333,7,9,7,2,16,69.57,52,13.46,5.79,94,77,59,27,2,13,14,7,7,0,0,11,6,18,103,69,24,2,2,50
2022-2023,Mathieu Joseph,OTT,R,56,594.8,0,12,8,4,12,46.15,49,0,4.7,98,71,54,25,3,7,24,12,12,0,0,15,16,18,77,64,13,3,4,42.86
2022-2023,Chad Ruhwedel,PIT,D,47,587.6666667,1,4,1,3,5,23.81,32,3.13,1.41,92,55,22,4,2,9,18,9,9,0,0,2,8,14,76,49,34,0,0,-
2022-2023,Nicolas Aube-Kubel,"TOR, WSH",R,53,587.0666667,4,8,3,5,12,57.14,66,6.06,6.88,132,101,77,37,4,12,40,17,15,2,0,12,18,14,116,82,9,6,7,46.15
2022-2023,Emil Bemstrom,CBJ,R,55,586.95,3,12,7,5,15,65.22,71,4.23,7.21,143,105,87,38,1,8,4,2,2,0,0,7,8,16,16,36,19,7,9,43.75
2022-2023,Michael Stone,CGY,D,48,585.55,5,3,1,2,8,27.59,84,5.95,2.47,189,120,33,2,3,13,35,16,15,1,0,7,14,5,53,54,53,0,0,-
2022-2023,Rasmus Kupari,L.A,C,66,584.6666667,3,11,7,4,14,63.64,45,6.67,4.97,87,67,49,24,3,9,12,6,6,0,0,8,10,13,77,73,3,202,176,53.44
2022-2023,Radim Simek,S.J,D,44,581.95,1,2,2,0,3,18.75,36,2.78,2.57,76,53,27,7,3,8,29,13,12,1,0,6,22,19,86,62,20,0,0,-
2022-2023,Tommy Novak,NSH,C,51,581.2166667,11,16,11,5,27,81.82,65,16.92,6.49,107,82,69,24,2,11,6,3,3,0,0,11,14,23,7,63,20,162,212,43.32
2022-2023,Nick Blankenburg,CBJ,D,36,580.7666667,3,5,3,2,8,34.78,41,7.32,2.26,86,56,30,6,2,6,14,7,7,0,0,4,11,10,51,46,39,0,0,-
2022-2023,Liam O'Brien,ARI,C,56,579.4,3,7,4,3,10,62.5,36,8.33,3.54,70,52,38,14,0,5,104,31,21,8,2,20,19,5,199,79,24,4,10,28.57
2022-2023,Brett Leason,ANA,R,54,578.5166667,6,3,2,1,9,69.23,50,12,5.47,100,77,54,22,5,5,14,7,7,0,0,8,8,9,34,60,15,2,4,33.33
2022-2023,Ben Harpur,NYR,D,42,576.7833333,1,5,0,5,6,27.27,34,2.94,0.82,77,47,17,1,2,3,20,7,5,2,0,5,23,13,63,65,43,0,0,-
2022-2023,Jujhar Khaira,CHI,L,51,571.9,4,5,2,3,9,56.25,49,8.16,5.87,94,73,59,30,4,12,27,9,6,3,0,5,19,18,101,34,24,125,123,50.4
2022-2023,Carl Grundstrom,L.A,R,57,568.75,11,7,5,2,18,72,86,12.79,7.94,162,126,88,41,11,11,12,6,6,0,0,5,15,14,141,67,1,3,4,42.86
2022-2023,Josh Leivo,STL,L,51,566.9833333,4,12,9,3,16,59.26,86,4.65,8.84,155,121,88,43,9,13,25,7,5,1,1,8,10,29,55,33,12,3,4,42.86
2022-2023,Mason Shaw,MIN,C,59,563.9333333,6,8,3,5,14,87.5,81,7.41,5.27,134,100,50,23,10,7,79,20,11,7,2,18,14,13,83,82,20,12,11,52.17
2022-2023,Klim Kostin,EDM,C,57,563.85,11,8,6,2,19,67.86,56,19.64,5.89,100,76,63,31,3,4,66,22,17,4,1,24,15,12,157,69,13,4,6,40
2022-2023,Saku Maenalanen,WPG,R,64,561.6333333,4,6,2,4,10,71.43,55,7.27,6.2,100,82,52,30,7,8,14,7,7,0,0,10,16,14,111,58,18,1,2,33.33
2022-2023,Justin Barron,MTL,D,39,559.85,2,10,5,5,12,41.38,33,6.06,1.29,76,42,26,3,0,4,18,9,9,0,0,6,34,4,47,36,33,0,0,-
2022-2023,Reese Johnson,CHI,C,57,558.0166667,4,2,1,1,6,42.86,50,8,4.84,83,67,44,18,3,7,28,11,9,2,0,9,6,10,173,42,18,103,83,55.38
2022-2023,Chris Wideman,MTL,D,46,555.3333333,0,4,2,2,4,16.67,29,0,0.89,60,42,12,2,2,2,77,21,16,1,4,7,35,7,25,66,47,0,0,-
2022-2023,Michael Pezzetta,MTL,L,63,553.15,7,7,7,0,14,53.85,67,10.45,6.29,111,84,65,32,2,12,77,25,16,9,0,20,17,4,236,46,23,7,10,41.18
2022-2023,Nikolaj Ehlers,WPG,L,45,549.55,9,16,12,4,25,92.59,100,9,8.87,217,160,105,33,3,18,11,4,3,1,0,16,18,26,35,29,7,0,1,0
2022-2023,Kevin Bahl,N.J,D,42,548.45,2,6,2,4,8,33.33,27,7.41,1.48,79,47,20,1,1,6,33,11,9,1,1,3,11,6,59,49,7,0,0,-
2022-2023,Dylan Gambrell,OTT,C,60,544.8333333,4,4,3,1,8,53.33,43,9.3,4.33,82,60,51,23,2,6,23,10,9,1,0,2,13,10,59,69,36,123,141,46.59
2022-2023,Robert Hagg,DET,D,38,542.5166667,2,5,4,1,7,38.89,38,5.26,1.95,78,59,18,4,1,4,24,12,12,0,0,4,14,4,108,52,35,0,0,-
2022-2023,A.J. Greer,BOS,L,61,542.5,4,7,4,3,11,52.38,65,6.15,7.1,106,84,75,36,3,13,114,25,12,8,5,16,14,16,101,74,21,2,1,66.67
2022-2023,Juuso Parssinen,NSH,C,45,540.3833333,3,12,6,6,15,65.22,43,6.98,6.34,73,62,54,37,1,5,15,6,5,1,0,9,12,23,72,41,17,140,139,50.18
2022-2023,Mason Appleton,WPG,C,41,538.85,3,9,4,5,12,57.14,61,4.92,5.42,98,82,51,28,2,12,8,4,4,0,0,10,9,9,41,58,6,1,5,16.67
2022-2023,Colin Blackwell,CHI,C,53,536.1833333,2,7,6,1,9,64.29,44,4.55,4.19,87,62,44,18,3,5,4,2,2,0,0,15,14,12,47,43,10,16,13,55.17
2022-2023,Nathan Walker,STL,L,56,535.3666667,2,8,4,4,10,43.48,39,5.13,3.18,72,53,43,17,2,8,23,7,4,3,0,13,5,6,80,54,33,88,74,54.32
2022-2023,Simon Holmstrom,NYI,R,50,534.15,6,3,1,2,9,64.29,38,15.79,4.34,75,57,57,17,1,12,0,0,0,0,0,4,13,21,9,32,21,0,3,0
2022-2023,Andreas Englund,"CHI, COL",D,47,530.1166667,0,3,2,1,3,21.43,31,0,1.26,72,52,13,4,2,6,30,9,5,4,0,10,7,8,127,77,26,0,0,-
2022-2023,Arthur Kaliyev,L.A,R,56,527.3,5,10,4,6,15,60,85,5.88,9.41,152,119,98,48,7,11,10,5,5,0,0,6,11,8,38,70,0,0,0,-
2022-2023,Mark Kastelic,OTT,C,65,525.6666667,7,4,2,2,11,64.71,70,10,7.69,110,93,69,42,4,8,102,23,11,8,4,14,13,17,151,59,27,275,199,58.02
2022-2023,Philip Broberg,EDM,D,46,523.6166667,1,7,2,5,8,27.59,30,3.33,1.38,69,40,21,4,2,3,2,1,1,0,0,3,19,11,28,54,25,0,0,-
2022-2023,Curtis Lazar,"N.J, VAN",C,49,518.7833333,3,2,1,1,5,35.71,50,6,5.41,79,64,47,35,5,5,21,9,8,1,0,7,5,13,135,68,43,126,112,52.94
2022-2023,Rem Pitlick,MTL,C,46,515.9,3,8,6,2,11,78.57,25,12,4,50,44,39,18,4,3,20,10,10,0,0,10,27,10,20,25,17,23,32,41.82
2022-2023,Brad Hunt,COL,D,47,515.75,3,6,3,3,9,45,45,6.67,1.97,96,66,19,2,1,8,12,6,6,0,0,1,6,8,16,33,7,0,0,-
2022-2023,Mark Jankowski,NSH,C,50,514.05,4,5,3,2,9,75,52,7.69,5.19,97,74,63,31,3,6,18,8,8,0,0,5,12,12,43,41,23,160,112,58.82
2022-2023,Derek Grant,ANA,C,46,510.9666667,3,11,7,4,14,73.68,60,5,5.78,103,79,49,26,1,7,16,8,8,0,0,5,8,13,34,25,18,172,131,56.77
2022-2023,Josh Archibald,PIT,R,62,505.0666667,5,6,2,4,11,52.38,61,8.2,5.89,96,82,58,32,8,6,41,15,13,1,1,18,5,9,183,71,19,0,1,0
2022-2023,Gustav Lindstrom,DET,D,36,502.3333333,1,7,3,4,8,57.14,18,5.56,1.19,47,29,16,3,2,4,20,10,10,0,0,1,17,1,38,65,31,0,0,-
2022-2023,Cal Clutterbuck,NYI,R,49,500.1666667,5,5,2,3,10,55.56,40,12.5,4.66,70,59,44,21,2,7,26,9,8,0,1,3,14,8,190,51,25,0,1,0
